#"Step","Potential Energy (kJ/mole)","Temperature (K)"
22015000,-79057.07727488587,306.4265487962916
22020000,-79691.16711863587,315.0336948639043
22025000,-78906.22571238587,317.47834471554313
22030000,-79243.06946238587,319.15803777577577
22035000,-79521.39368113587,316.616683325278
22040000,-79330.05383738587,313.730909236955
22045000,-79365.33118113587,308.1200182074574
22050000,-79228.89368113587,317.8845822059695
22055000,-79297.50696238587,322.2757674620323
22060000,-79123.45227488587,318.50426474102045
22065000,-79245.42493113587,316.5082902806604
22070000,-79256.53821238587,311.58971567531603
22075000,-79078.92883738587,317.6872506099152
22080000,-79457.49524363587,312.9686856875048
22085000,-79108.92102488587,310.60167631597346
22090000,-79709.05383738587,319.1603431061263
22095000,-79255.89758738587,309.5386364403545
22100000,-79116.26477488587,307.9875409611838
22105000,-78821.03039988587,307.0975181920148
22110000,-79487.61243113587,309.5155931823255
22115000,-79305.72571238587,308.29211098956455
22120000,-79433.98743113587,306.69001331408066
22125000,-79049.67102488587,314.4816581407176
22130000,-79552.05383738587,315.43514021909476
22135000,-79183.90930613587,313.44946667043286
22140000,-79140.72180613587,311.60852172332034
22145000,-78844.42883738587,310.0049123985597
22150000,-79258.90539988587,314.8932900470678
22155000,-79548.77258738587,311.2763378365145
22160000,-78692.91321238587,308.46042330375707
22165000,-79324.29602488587,312.4057449537337
22170000,-79287.27258738587,318.45447932920354
22175000,-79540.92883738587,311.2994324543887
22180000,-79688.49914988587,313.46502490810684
22185000,-79277.67883738587,311.5018150892437
22190000,-79726.03039988587,312.9783148866879
22195000,-79499.89368113587,319.99971898818563
22200000,-79301.70227488587,310.81674985170537
22205000,-78888.68274363587,319.44686302158806
22210000,-79558.78430613587,316.1070112268603
22215000,-79107.33118113587,310.0870218230048
22220000,-79495.72571238587,313.0386630422307
22225000,-79188.39368113587,309.27800809785634
22230000,-79118.61243113587,314.82231875840284
22235000,-79268.17102488587,317.25416711404597
22240000,-78615.98352488587,309.97942821123013
22245000,-79441.61243113587,318.41530821234863
22250000,-79420.69446238587,310.39398284091294
22255000,-79485.31946238587,315.8303317735339
22260000,-78956.63586863587,313.05270913057785
22265000,-78936.66321238587,316.3016289533966
22270000,-79219.94836863587,315.54695267986966
22275000,-79206.70227488587,319.7028197438632
22280000,-79573.38977488587,313.40302879074306
22285000,-79092.35852488587,314.7146937758383
22290000,-79379.26086863587,314.9021966734522
22295000,-79713.06946238587,318.68043636359624
22300000,-78925.04602488587,314.3937213756065
22305000,-79122.50696238587,308.91186610761685
22310000,-79048.93274363587,315.1158435967418
22315000,-79824.22180613587,317.9109438883211
22320000,-78656.90149363587,312.8853177065332
22325000,-79402.05774363587,314.3844076357666
22330000,-79307.73352488587,316.7979807637089
22335000,-79196.18274363587,319.716982073377
22340000,-79268.88977488587,313.78737263102323
22345000,-78670.45227488587,315.96438727311164
22350000,-79790.50696238587,314.9957590711315
22355000,-79035.76477488587,316.1216280184029
22360000,-79217.49133738587,308.23603752530767
22365000,-79498.03039988587,307.3635517043468
22370000,-79168.81555613587,314.0393285584004
22375000,-79436.78821238587,311.3317998230405
22380000,-79527.24914988587,312.7264689262529
22385000,-79517.71008738587,316.9349133525316
22390000,-79431.50696238587,312.3389349228688
22395000,-79915.77649363587,317.44178599817803
22400000,-79265.66321238587,309.44505339119905
22405000,-79713.45227488587,310.65150034198115
22410000,-79391.19055613587,310.43115640824414
22415000,-79460.06946238587,319.00121470621895
22420000,-79240.70227488587,308.6780581701396
22425000,-79193.32336863587,313.96032167834767
22430000,-79406.00696238587,317.55077918559596
22435000,-79287.68664988587,318.28422745730114
22440000,-78868.73743113587,310.7058850513902
22445000,-79138.22571238587,319.83296013807666
22450000,-79849.77649363587,316.2913417822697
22455000,-79325.17102488587,315.242248807021
22460000,-78937.19446238587,311.3973814710205
22465000,-79327.87805613587,304.96705142775625
22470000,-79350.10071238587,313.9392057005025
22475000,-79308.78821238587,310.7479278682238
22480000,-79198.99133738587,310.2785228054372
22485000,-79525.87024363587,311.57524668803285
22490000,-79427.36633738587,316.29453284365826
22495000,-79107.72180613587,314.896776569094
22500000,-79074.62024363587,315.8748009197431
22505000,-79522.24914988587,320.3797309356976
22510000,-79139.53430613587,318.5424899095376
22515000,-79124.13196238587,312.5117205819041
22520000,-79407.83118113587,316.5160100413895
22525000,-79047.57336863587,305.69071792152454
22530000,-79228.44446238587,311.43677443544004
22535000,-79373.37805613587,313.2169204888808
22540000,-79187.96789988587,317.0536895571762
22545000,-79226.94055613587,319.1335923966607
22550000,-78927.85852488587,313.6359076802043
22555000,-79437.42883738587,312.18598797891485
22560000,-79479.59680613587,318.3783827983689
22565000,-79305.26086863587,314.8275224236198
22570000,-79415.20618113587,322.93653852835007
22575000,-79271.37805613587,309.44641915296455
22580000,-78737.26086863587,314.70684269397975
22585000,-79180.21008738587,312.1433035197891
22590000,-79359.68274363587,316.22967793987453
22595000,-79172.85071238587,312.9277513760019
22600000,-79843.15930613587,310.71843283237683
22605000,-79493.38977488587,313.3823325684207
22610000,-79406.91711863587,311.2282973054311
22615000,-79420.22571238587,311.2990460903553
22620000,-79616.30383738587,318.96909417820757
22625000,-79371.65539988587,309.3969264727128
22630000,-79549.01477488587,311.3737450158754
22635000,-79279.81946238587,311.3919280580201
22640000,-79628.50305613587,322.69211000581345
22645000,-79390.89758738587,313.3771251291901
22650000,-79688.01086863587,318.4487416124886
22655000,-79302.37414988587,314.57494405054234
22660000,-79525.94836863587,302.0332057332322
22665000,-79341.37805613587,307.19703865901005
22670000,-79363.39758738587,311.45381713243944
22675000,-79301.58508738587,321.2801081151059
22680000,-79082.83508738587,314.1387201568131
22685000,-79296.56555613587,313.91188880559446
22690000,-79282.61243113587,309.2501752075244
22695000,-79472.96789988587,315.6055832564013
22700000,-79066.65149363587,316.1847580965778
22705000,-79162.97961863587,308.04300148442286
22710000,-79041.08508738587,309.88460810762143
22715000,-79614.99524363587,314.8642755722266
22720000,-79564.52649363587,311.5587617475163
22725000,-79420.07727488587,314.7592077921585
22730000,-79789.10852488587,318.4103447899589
22735000,-79756.21789988587,311.579234764462
22740000,-79723.70618113587,313.68595523788565
22745000,-80024.60071238587,308.74345775669184
22750000,-79453.68664988587,310.30545337892016
22755000,-79247.88586863587,321.441562377981
22760000,-79236.70227488587,316.22102813514994
22765000,-79350.02258738587,311.79021221554194
22770000,-79250.83899363587,313.8068188297903
22775000,-79312.27258738587,312.9879959800638
22780000,-79409.21008738587,308.0146107700516
22785000,-79535.56946238587,310.94787459233294
22790000,-79143.25696238587,311.2067705061302
22795000,-78983.26477488587,315.5423391334636
22800000,-79415.30774363587,312.3097213228285
22805000,-79242.40149363587,313.78358411688345
22810000,-79236.01086863587,314.7229641931458
22815000,-79291.22571238587,309.0946476346113
22820000,-79296.64758738587,313.92270596003294
22825000,-79308.23743113587,315.89437082258985
22830000,-79345.78039988587,309.06104312278745
22835000,-79432.86633738587,315.8986952470698
22840000,-79616.31555613587,316.3258961685459
22845000,-79351.54602488587,307.3183453444691
22850000,-79507.74524363587,315.18338383685585
22855000,-79226.05383738587,307.934361736531
22860000,-79227.36633738587,316.20418128760286
22865000,-79463.94446238587,308.66339634744025
22870000,-79056.24914988587,311.5258499907361
22875000,-79282.31555613587,310.48093587840793
22880000,-79127.23352488587,321.87006925917154
22885000,-78957.65539988587,305.9630628918875
22890000,-78768.47180613587,315.19810434465876
22895000,-79918.99133738587,313.3111682763795
22900000,-79004.01477488587,311.16308572087746
22905000,-79603.80383738587,309.12936898192584
22910000,-79242.73743113587,313.1677945611238
22915000,-79698.62024363587,318.60691791998295
22920000,-79069.56555613587,316.03306211447284
22925000,-79187.74914988587,317.5410596028191
22930000,-79457.51086863587,305.3012018822822
22935000,-79487.92883738587,314.9088243788434
22940000,-79587.36633738587,313.3855109531083
22945000,-79472.87024363587,308.4011449403852
22950000,-79218.90539988587,313.04998093526046
22955000,-78982.95227488587,323.8498393241386
22960000,-79645.99133738587,315.8841482507951
22965000,-78824.56164988587,315.95667415943547
22970000,-78674.62805613587,311.45180504056765
22975000,-79413.67102488587,311.0888294851763
22980000,-78982.85071238587,317.51992713853053
22985000,-79314.61633738587,316.871718567471
22990000,-79893.43664988587,316.5651703578297
22995000,-79411.35071238587,316.28360680125746
23000000,-79332.82727488587,312.4589192260055
23005000,-79391.51477488587,320.66968493535353
23010000,-79228.55383738587,317.82252945364564
23015000,-79218.90539988587,315.57145736900895
23020000,-79583.52649363587,310.7997025569343
23025000,-79654.88196238587,309.00737354562284
23030000,-79454.43664988587,312.2109233856688
23035000,-79130.65149363587,310.4101451260052
23040000,-79647.17493113587,309.013874791355
23045000,-79227.59289988587,315.4776235462139
23050000,-79487.88977488587,314.82274434353195
23055000,-79272.64368113587,311.19163176738147
23060000,-79419.03821238587,315.06907947826437
23065000,-79118.74914988587,313.08028036922894
23070000,-79403.40149363587,319.1598266682311
23075000,-79609.61243113587,315.26660325574437
23080000,-79293.96008738587,314.4588704558061
23085000,-79074.38977488587,318.2946653409359
23090000,-79387.37414988587,318.82782020862135
23095000,-79300.92883738587,310.43197927565416
23100000,-79200.09680613587,309.8783217037592
23105000,-79893.22180613587,313.01825357160743
23110000,-79403.63977488587,313.59193054793934
23115000,-79543.82727488587,312.86104558097304
23120000,-79342.58508738587,312.4513523775277
23125000,-79679.45227488587,315.32114239443916
23130000,-79751.45227488587,315.25559857500343
23135000,-79386.54211863587,306.1541626321239
23140000,-79170.35071238587,309.4620743391182
23145000,-79520.19055613587,316.97541307419345
23150000,-78967.26086863587,314.9642880496655
23155000,-79045.37805613587,312.58498295300456
23160000,-78967.46789988587,313.2228038631839
23165000,-79305.74133738587,311.02626357589037
23170000,-79712.81946238587,312.2660617428413
23175000,-79301.27258738587,314.55460298253496
23180000,-79554.53039988587,308.2884559856009
23185000,-79330.03821238587,317.2082569638282
23190000,-79016.06164988587,318.7102667023152
23195000,-79408.94446238587,318.5192536730003
23200000,-79603.41321238587,305.6452499314336
23205000,-78951.88586863587,311.7329803113829
23210000,-79175.12414988587,320.72145954948365
23215000,-79201.28039988587,322.1429754269337
23220000,-79232.58508738587,309.3416940400158
23225000,-79240.40149363587,307.1398628006196
23230000,-79386.24524363587,314.68081905771965
23235000,-79704.64758738587,309.20262363690955
23240000,-79681.51086863587,315.28439654946055
23245000,-79070.81946238587,302.69977893049975
23250000,-79531.69836863587,312.55810077816164
23255000,-79339.05383738587,313.46676579511177
23260000,-79590.94446238587,314.2436042060836
23265000,-79408.95227488587,316.8694280713363
23270000,-79309.41321238587,311.5676512177972
23275000,-79325.31946238587,313.5652140855588
23280000,-78886.28821238587,320.29810867935777
23285000,-79466.12414988587,309.5218142855606
23290000,-78991.57727488587,316.1048069167237
23295000,-79198.69836863587,315.8273996381679
23300000,-79536.40149363587,314.0069121208307
23305000,-79579.41321238587,312.0674407444682
23310000,-79048.42883738587,316.3184401662426
23315000,-79369.58508738587,316.6488046613844
23320000,-79111.39368113587,313.6574616486123
23325000,-78936.20618113587,316.2416955174964
23330000,-78914.26477488587,318.0476011890278
23335000,-79333.64368113587,311.01690866022705
23340000,-79260.92883738587,310.3362516598246
23345000,-79174.17493113587,315.099179434002
23350000,-79152.56555613587,307.5890227457358
23355000,-79082.96789988587,311.1057356941486
23360000,-79213.19055613587,312.7853839279167
23365000,-79488.81555613587,314.9605999458645
23370000,-79515.41321238587,312.0421643207583
23375000,-78749.65149363587,313.2538869877719
23380000,-79302.30383738587,312.00027156214026
23385000,-79261.83899363587,311.42263992264395
23390000,-79578.95618113587,322.3416101683949
23395000,-79922.09680613587,316.9407169793334
23400000,-79491.22571238587,316.859030572904
23405000,-79572.19446238587,315.9708793126168
23410000,-79513.13977488587,313.330045741937
23415000,-79651.13586863587,315.5147425798499
23420000,-79632.76477488587,312.974964503158
23425000,-79443.75696238587,313.42218384775305
23430000,-79922.62805613587,310.32354636710863
23435000,-79076.61243113587,311.1080148977563
23440000,-79396.61633738587,311.90072925721785
23445000,-79491.45227488587,314.01086027077065
23450000,-79470.81555613587,310.19326698894923
23455000,-79442.54211863587,320.62448709584874
23460000,-79359.74914988587,321.708674839256
23465000,-78976.85071238587,320.7184660029457
23470000,-79658.69055613587,316.23627401674975
23475000,-79299.62414988587,309.91633498750076
23480000,-79612.91711863587,309.0534739047956
23485000,-79609.74133738587,323.8262230646675
23490000,-79625.18274363587,317.08838473296487
23495000,-79166.71008738587,314.68543671859834
23500000,-79292.53430613587,321.00262845140116
23505000,-79309.52649363587,315.58277157491597
23510000,-79308.35071238587,315.54054196941314
23515000,-79410.26477488587,310.47020931048667
23520000,-79454.57336863587,310.5467877804045
23525000,-79497.38977488587,313.96735046116913
23530000,-79614.60071238587,320.0438098906588
23535000,-79802.99133738587,314.9021490260402
23540000,-79240.26477488587,311.78072125972466
23545000,-79546.06946238587,313.2912261473232
23550000,-79048.57336863587,310.7299792452308
23555000,-79127.62024363587,310.8563407358303
23560000,-79278.45618113587,313.3865702377329
23565000,-79338.64758738587,321.5951134776762
23570000,-79474.97180613587,316.1574941477669
23575000,-79530.08508738587,315.1037186833199
23580000,-79067.25696238587,315.37476114550924
23585000,-79655.26477488587,310.7332372721025
23590000,-79531.41711863587,314.5715416678982
23595000,-79077.20618113587,310.12766528591146
23600000,-79653.67493113587,323.0192081203623
23605000,-78935.29993113587,318.3986710340121
23610000,-79596.46789988587,314.6973769608766
23615000,-79397.70227488587,312.1543849919436
23620000,-79475.12805613587,312.28211372255726
23625000,-79641.50305613587,313.04852994765
23630000,-79267.22571238587,316.59853598970045
23635000,-79282.50696238587,310.7426195833608
23640000,-79201.37805613587,313.5068876500481
23645000,-79362.56555613587,313.64542160018607
23650000,-79145.75696238587,315.83295508434094
23655000,-79739.81946238587,313.711465958392
23660000,-79815.29211863587,312.95311013427556
23665000,-79270.09289988587,308.2284741229373
23670000,-79073.60071238587,319.3849703571438
23675000,-79000.04211863587,308.17078205037694
23680000,-79346.46789988587,305.897983496723
23685000,-79218.00305613587,313.5220557209235
23690000,-79336.28039988587,311.6915239195957
23695000,-79543.49914988587,312.61990716227535
23700000,-79477.19836863587,308.4215036111188
23705000,-79389.13586863587,311.927202289971
23710000,-79208.49524363587,313.3978006301478
23715000,-78907.10071238587,317.4681972277436
23720000,-79593.92102488587,316.0514190063445
23725000,-79366.79211863587,312.82273242319826
23730000,-79561.40539988587,308.70690211711786
23735000,-79495.16711863587,318.01320323195023
23740000,-79610.81164988587,317.28701278492576
23745000,-79714.10852488587,321.07700316603433
23750000,-79731.19446238587,312.4292499492806
23755000,-79424.70227488587,315.4218313934142
23760000,-79092.45618113587,312.3342149144096
23765000,-79152.11243113587,317.57066670727187
23770000,-79576.96399363587,314.6458133782165
23775000,-79453.76477488587,314.04529572499195
23780000,-79047.19836863587,314.075691291476
23785000,-79374.86633738587,316.04310784023755
23790000,-79494.04602488587,310.53133192968704
23795000,-78845.74914988587,315.6980280528684
23800000,-79359.94446238587,316.3010690068897
23805000,-79260.58899363587,315.6586329796829
23810000,-79455.62024363587,312.25273821558983
23815000,-79185.67493113587,312.17876673383705
23820000,-79516.59680613587,314.1711509143932
23825000,-79441.31164988587,317.2030363646325
23830000,-79263.42883738587,308.3113077641151
23835000,-79389.35071238587,310.59203023228036
23840000,-79279.92102488587,315.878427790775
23845000,-79621.83508738587,316.64875383273915
23850000,-79571.01477488587,313.30390988451353
23855000,-79011.31164988587,309.6216002664059
23860000,-79561.04602488587,320.0761084207588
23865000,-79919.93664988587,310.8361730793036
23870000,-79246.93274363587,312.59741917512554
23875000,-79479.55383738587,311.4660289563352
23880000,-79997.60852488587,316.5628781642117
23885000,-79274.08899363587,311.50540229828044
23890000,-79739.37024363587,314.402647040146
23895000,-78924.99524363587,316.51935087119614
23900000,-79645.35461863587,306.98651087802887
23905000,-79487.77649363587,312.95599300667766
23910000,-79393.65149363587,311.5215852204897
23915000,-79224.92493113587,305.56008657463855
23920000,-79685.20227488587,316.48900982437226
23925000,-79570.46008738587,306.50775347622846
23930000,-79546.94446238587,317.2948272405846
23935000,-79164.28430613587,311.71315007012083
23940000,-79138.84289988587,313.40686765132233
23945000,-79416.36633738587,315.56591984745677
23950000,-79466.12024363587,317.3855302376944
23955000,-79179.10071238587,305.6719057174978
23960000,-79125.63586863587,318.3513809738533
23965000,-78971.69446238587,312.87734902701163
23970000,-79317.54602488587,309.1280001965121
23975000,-79259.93664988587,312.05524509402613
23980000,-79244.96789988587,311.0971284765475
23985000,-78881.53821238587,311.20040775809827
23990000,-79148.67102488587,307.11544019011825
23995000,-79051.63977488587,308.90360676966776
24000000,-79909.96008738587,314.50994425001846
24005000,-79269.56946238587,314.6786681270543
24010000,-78902.99914988587,311.8305432768332
24015000,-79188.69446238587,315.1434067870563
24020000,-79460.22571238587,309.25026881608454
24025000,-79803.41321238587,314.3125445615036
24030000,-79423.68664988587,311.9623941014443
24035000,-79329.19055613587,313.8512807130888
24040000,-79836.13196238587,314.0109277901774
24045000,-79703.90539988587,314.8345009285392
24050000,-79378.40930613587,308.3110187862522
24055000,-79815.00305613587,321.2285119108259
24060000,-79486.45227488587,309.78900281050363
24065000,-78788.42493113587,315.218892717925
24070000,-78939.90539988587,317.51083058200055
24075000,-79264.79602488587,315.3589350833275
24080000,-79243.92102488587,320.28016521791903
24085000,-79445.68664988587,317.3826296648972
24090000,-79230.64368113587,311.602956149309
24095000,-78756.78821238587,316.35381995454776
24100000,-79280.02258738587,313.1461439547677
24105000,-79122.46789988587,311.71146220381996
24110000,-79252.97180613587,313.5061887720166
24115000,-79269.63977488587,307.00534084625696
24120000,-79299.26477488587,315.0847526955872
24125000,-79287.31946238587,305.99881848887816
24130000,-79338.82336863587,318.2552374628541
24135000,-79239.31164988587,314.6779314141757
24140000,-78772.24524363587,321.34147081638116
24145000,-79145.28430613587,316.64694942533896
24150000,-79064.81164988587,315.652084289929
24155000,-79469.46399363587,318.6943605368331
24160000,-79109.46789988587,310.5102170414865
24165000,-79042.06555613587,310.43319813182757
24170000,-79493.95227488587,314.23182983769016
24175000,-79014.67883738587,310.3578334362601
24180000,-79465.99914988587,315.0627730194054
24185000,-79510.12414988587,316.72918671299135
24190000,-79427.29993113587,314.72610094753634
24195000,-79451.19836863587,313.85864543750563
24200000,-79490.02649363587,308.47001609534647
24205000,-79446.21789988587,316.7055743763873
24210000,-79730.51477488587,313.7627253246903
24215000,-79131.16711863587,311.97557827876767
24220000,-79412.89758738587,314.0594791481301
24225000,-79303.97571238587,311.62410816566336
24230000,-79090.90149363587,306.1559598002221
24235000,-79383.42493113587,315.6501485012967
24240000,-79462.46789988587,314.27042759356254
24245000,-79240.21008738587,312.0868296237644
24250000,-79478.75696238587,313.9017809360827
24255000,-79089.99133738587,311.7173347166037
24260000,-79367.05774363587,315.73702352542557
24265000,-79132.31946238587,311.80810402080726
24270000,-79210.76477488587,310.7749829525255
24275000,-79267.34680613587,317.36743018544735
24280000,-79133.78430613587,310.04986767573763
24285000,-79122.93664988587,304.4093390328886
24290000,-79609.23352488587,314.53086708168746
24295000,-79520.49914988587,313.8919491453207
24300000,-79321.69446238587,316.23446590364483
24305000,-79172.11633738587,312.21030936204994
24310000,-79311.41321238587,308.23128669972084
24315000,-79559.25696238587,310.2905032947205
24320000,-79154.51086863587,314.3354268551289
24325000,-79195.10071238587,320.23877567588903
24330000,-79528.83899363587,309.1204508923276
24335000,-79525.01477488587,311.55665445576756
24340000,-79327.42883738587,314.12077022539216
24345000,-79567.37024363587,318.56642348718043
24350000,-78713.99914988587,311.7147624050388
24355000,-78884.29602488587,319.8134812804131
24360000,-79491.32727488587,312.9373058974582
24365000,-79161.34289988587,312.3048203173908
24370000,-78983.12805613587,311.2809413906235
24375000,-79424.46008738587,315.6150860449215
24380000,-79589.68664988587,304.9323623222739
24385000,-79163.42102488587,313.69498924691345
24390000,-79260.47571238587,314.2984300979784
24395000,-78997.62024363587,311.92932526269664
24400000,-79190.31946238587,309.3766740151128
24405000,-79776.96008738587,310.37946555569994
24410000,-78845.56946238587,316.31721998569066
24415000,-79779.67102488587,317.211553746013
24420000,-79466.74133738587,317.38806958745386
24425000,-79515.29602488587,312.7626274307301
24430000,-78905.08508738587,310.4798248766166
24435000,-79364.99914988587,314.2618413539028
24440000,-79702.22571238587,321.7651572517851
24445000,-79612.86633738587,317.9855766961017
24450000,-79404.19836863587,313.8953971666825
24455000,-79169.12414988587,311.19902025519633
24460000,-79820.71008738587,319.6144211505536
24465000,-79068.16321238587,316.70016011280757
24470000,-79410.22180613587,312.5262829985174
24475000,-79713.86633738587,309.75215284423825
24480000,-79194.68274363587,313.23124647516823
24485000,-79120.16321238587,317.427217078864
24490000,-79328.62805613587,311.7254095037622
24495000,-79469.79211863587,315.8317525967485
24500000,-79445.53430613587,313.7007419674464
24505000,-79562.03430613587,316.4122258732195
24510000,-79610.02258738587,316.44657881719644
24515000,-79276.59289988587,309.3439953484356
24520000,-79790.15539988587,315.5275084921803
24525000,-79256.42102488587,314.0329385828462
24530000,-79569.58508738587,309.5338140982326
24535000,-78862.18664988587,313.4664840599662
24540000,-79041.50696238587,316.8370560333834
24545000,-79345.04211863587,314.1849023248807
24550000,-79416.65539988587,310.83866763142686
24555000,-79403.08899363587,310.1703425327555
24560000,-79790.94055613587,311.85459527369494
24565000,-79415.05383738587,312.64532493069385
24570000,-78798.69446238587,314.36402987977215
24575000,-79080.93664988587,316.91354010629175
24580000,-79369.94836863587,311.5358232408486
24585000,-79136.45618113587,311.17017736695425
24590000,-78998.67493113587,311.4577705515044
24595000,-78882.03039988587,310.22173104879
24600000,-79361.24133738587,318.0478041001337
24605000,-80084.63196238587,316.47874947365375
24610000,-79574.07336863587,308.4155329994479
24615000,-79047.58118113587,316.2538319123958
24620000,-79566.55383738587,315.72842835185145
24625000,-79392.91321238587,313.1764034445789
24630000,-79322.13196238587,311.80583360726655
24635000,-79104.81555613587,310.4530164430309
24640000,-79584.21008738587,308.99450857034225
24645000,-79647.34289988587,313.87836247321525
24650000,-79368.19055613587,315.483269258465
24655000,-79657.38196238587,310.2423056674042
24660000,-79093.24524363587,316.6167769391149
24665000,-79232.31164988587,314.9389972044924
24670000,-79322.97571238587,316.06768083094374
24675000,-79243.38586863587,312.99248915836034
24680000,-79303.12805613587,310.3777496926122
24685000,-79126.83899363587,311.3075447736215
24690000,-79731.12805613587,313.9709322960551
24695000,-79281.62414988587,313.7772563501018
24700000,-79513.87805613587,309.5701391114101
24705000,-79149.28039988587,313.83926154382704
24710000,-79566.39758738587,316.7921221765582
24715000,-79362.86243113587,312.6220761870218
24720000,-78985.95227488587,311.6694842297373
24725000,-79782.74914988587,315.03388021423063
24730000,-79385.96789988587,310.87725565432083
24735000,-79364.16711863587,320.15557535637925
24740000,-79247.98352488587,311.0391470549635
24745000,-79579.06164988587,313.3005998715425
24750000,-79475.68664988587,310.2665173389616
24755000,-78857.92883738587,308.34800994831954
24760000,-79675.73352488587,309.1174864136115
24765000,-79443.85071238587,319.3639012384051
24770000,-79331.04211863587,309.9053379116797
24775000,-79608.79993113587,315.6279305309576
24780000,-79305.15539988587,308.6083967454026
24785000,-79218.63586863587,312.97940448668896
24790000,-79573.21789988587,316.3250053045569
24795000,-79413.62414988587,311.6607519643552
24800000,-79155.60461863587,309.6982900422477
24805000,-79153.88196238587,307.31421065261486
24810000,-79383.22961863587,316.7162943158608
24815000,-79423.13977488587,312.0105948775709
24820000,-79311.97571238587,310.0275315751489
24825000,-79078.05383738587,308.8001109556518
24830000,-78996.74133738587,316.8126394131049
24835000,-78978.83508738587,308.5637798673871
24840000,-79985.71008738587,314.1604313375437
24845000,-78866.28039988587,313.65015921254536
24850000,-79190.62805613587,310.19781384843634
24855000,-79309.91321238587,310.06585936782653
24860000,-79423.15539988587,311.98134924045456
24865000,-79856.49524363587,312.2513045640922
24870000,-79544.82727488587,311.3265620627291
24875000,-79190.06164988587,316.1456061285655
24880000,-79646.53039988587,309.2032166712543
24885000,-79446.57336863587,307.9748296661433
24890000,-79205.86633738587,308.31126113820034
24895000,-79372.87414988587,320.5528807373049
24900000,-79355.91321238587,308.4527860397106
24905000,-79724.17883738587,311.90378831570314
24910000,-79375.66711863587,314.8498680470397
24915000,-79637.99914988587,312.88890750206906
24920000,-79236.16711863587,314.20462249484837
24925000,-79459.13586863587,325.4677746906482
24930000,-79492.24133738587,314.9202238221712
24935000,-79316.06164988587,311.34674943119353
24940000,-79658.74133738587,316.8668300435159
24945000,-79418.05774363587,311.2565379171427
24950000,-79042.69446238587,318.45484045605735
24955000,-79673.29211863587,309.5433802757933
24960000,-79087.92493113587,314.8098816231846
24965000,-79392.08508738587,314.11665889558293
24970000,-79787.56164988587,319.08036971359974
24975000,-79177.12024363587,315.558365887239
24980000,-79330.16321238587,317.0872217863913
24985000,-79716.34680613587,321.2232971012655
24990000,-79510.06946238587,313.4974150080822
24995000,-79257.70227488587,314.92683991247674
25000000,-80052.68664988587,316.16386926598994
25005000,-79175.73743113587,322.17535793495756
25010000,-79315.19446238587,309.98392857865866
25015000,-79743.19055613587,314.4054393049138
25020000,-79285.42883738587,312.64676945563355
25025000,-79597.02649363587,305.29810460041443
25030000,-79411.42102488587,308.36265397904293
25035000,-79289.71789988587,312.9830396921117
25040000,-79859.71789988587,310.39379422012036
25045000,-79459.47180613587,311.46050360943605
25050000,-79237.27649363587,308.45341474848306
25055000,-79428.44055613587,313.48492728946275
25060000,-79298.13196238587,316.3772140502677
25065000,-79665.70618113587,313.98359920491595
25070000,-79181.90149363587,312.96923567224087
25075000,-79531.99133738587,318.3777667969424
25080000,-79846.25696238587,315.46584983590196
25085000,-79333.33508738587,309.64778732539713
25090000,-79525.06164988587,313.31716398278576
25095000,-78894.52258738587,318.90729791562916
25100000,-79706.77258738587,312.7962007726292
25105000,-80000.87414988587,312.99350959839944
25110000,-79236.57727488587,319.2792826893101
25115000,-79416.56555613587,311.928999161032
25120000,-79041.69055613587,312.82443591886715
25125000,-79688.52258738587,320.12851310688814
25130000,-79104.68664988587,316.9102249566466
25135000,-79695.71008738587,308.9103358486453
25140000,-79505.92102488587,313.74928970813346
25145000,-79481.88196238587,317.6446740402872
25150000,-79592.28039988587,319.6932971271345
25155000,-79422.75305613587,315.53117718940285
25160000,-79309.01477488587,309.4603937099094
25165000,-79466.17102488587,322.7142439873363
25170000,-79173.42883738587,312.71468178335687
25175000,-79666.19055613587,314.1355278036044
25180000,-79460.52649363587,308.2151099156147
25185000,-79256.96008738587,313.6811289013929
25190000,-79609.44446238587,310.6170909545769
25195000,-79432.94055613587,309.3547574685042
25200000,-79438.07336863587,311.6611440202839
25205000,-79532.03430613587,310.35478147757743
25210000,-79324.42883738587,317.1245910825736
25215000,-79499.69446238587,313.0337611790746
25220000,-79483.13196238587,324.9799708151773
25225000,-79595.31555613587,308.9696189337828
25230000,-79367.60852488587,310.2325840714392
25235000,-79002.19446238587,311.2158160597071
25240000,-79554.34680613587,314.20048161128784
25245000,-79637.38977488587,312.75783613864775
25250000,-79081.92493113587,314.80531104176936
25255000,-79548.42102488587,314.7582279856565
25260000,-79043.35071238587,317.70273236129856
25265000,-78987.20227488587,311.8780239326849
25270000,-79336.73352488587,310.68570849092487
25275000,-79430.09289988587,314.72637247084316
25280000,-79531.33508738587,307.5158183540273
25285000,-79585.62414988587,319.53288817252746
25290000,-79685.34289988587,317.9577568133852
25295000,-79877.33508738587,315.2331000692572
25300000,-79496.24133738587,310.262207764681
25305000,-79357.38196238587,318.7961775952472
25310000,-79498.01086863587,316.62998480060935
25315000,-79541.80383738587,309.5470287193247
25320000,-79173.38977488587,316.0240193037294
25325000,-79449.78821238587,316.5744037169206
25330000,-79573.47961863587,312.08643768579054
25335000,-79787.04993113587,307.66012423436484
25340000,-79292.44446238587,312.1113700183855
